文峰路 标准一室一厅 电梯双气 出租,1,1,57,整租,1200,xinmi
光年附近金海洋房 一室一厅 双气,1,1,55,整租,1250,xinmi
东郡一品 简装两室 电梯双气,2,2,89,整租,1333,xinmi
大鸿城 精装三室两厅两卫 拎包入住,3,2,115,整租,1916,xinmi
向阳花 溱水桥 东大街学校 桥头夜市,3,2,125,整租,1750,xinmi
光年附近 精装两室 西广场金博大 双气,2,2,89,整租,1500,xinmi
平安路 金域华府 家具家电齐全，拎包入住，年租2万1,2,2,89,整租,1750,xinmi
向阳花 二小 东大街 育才街学校 电梯双气,1,1,42,整租,1250,xinmi
大鸿城 精装标准一室一厅 电梯双气年租,1,1,60,整租,1300,xinmi
龙栖湾一号院 精装大两房 家具家电齐全,2,1,72,整租,700,xinmi
光年旁电梯双气，精装修领包入住,1,1,50,整租,1100,xinmi
一楼带花园 精装修 出租,2,2,72,整租,750,xinmi
向阳花一室 电梯双气 二幼 育才街小学 可月付,1,1,42,整租,1300,xinmi
郑煤小区精修，2室双气，看房方便,2,2,98,整租,1375,xinmi
西区 金凤路v公寓 精装一室 电梯双气,1,1,50,整租,1250,xinmi
向阳花，妇幼保健院，二幼，育才街小学,3,1,89,整租,1500,xinmi
东区 溱水桥附近，电梯双气1室，看房方便,1,1,42,整租,1300,xinmi
青屏山城，精装1室一厅，拎包入住，电梯双气,1,1,57,整租,1200,xinmi
中医院 祥和新街坊 1室一厅了，年租1万4,1,1,55,整租,1166,xinmi
大鸿城，家具家电齐全，拎包入住，年租1万3,1,1,40,整租,1100,xinmi
银基悦林居 2室1厅1卫,2,1,78,整租,1300,xinmi
新密 3室1厅1卫,3,1,91,整租,500,xinmi
新密 3室2厅1卫,3,2,103,整租,800,xinmi
新密 3室2厅2卫,3,2,105,整租,1200,xinmi
金盛国际商贸城 3室1厅1卫,3,1,96.5,整租,600,xinmi
新密 4室0厅4卫,4,0,100,整租,800,xinmi
银基国际旅游度假区2期观湖居 3室2厅2卫,3,2,104,整租,1500,xinmi
青峰路十排 7室2厅3卫,7,2,500,整租,2000,xinmi
新密 1室1厅1卫,1,1,63.2,整租,1200,xinmi
龙栖湾1号院 3室2厅2卫,3,2,99,整租,900,xinmi
新密 2室1厅1卫,2,1,74,整租,1000,xinmi
曲梁镇 3室2厅1卫,3,2,75.6,整租,850,xinmi
回春巷一排2号自建房 1室0厅1卫,1,0,25,合租,400,xinmi
金盛国际商贸城 2室1厅1卫,2,1,70,整租,800,xinmi
金盛国际商贸城 1室0厅1卫,1,0,29.7,整租,550,xinmi
回春巷一排2号自建房 1室0厅1卫,1,0,30,合租,400,xinmi
光年旁边，1室精装，家具家电齐全，拎包入住，1年1万4,1,1,38,整租,1166,xinmi
银基悦林居 2室1厅1卫,2,1,78,整租,1300,xinmi
金盛国际商贸城 3室1厅1卫,3,1,96.5,整租,600,xinmi
文峰路 标准一室一厅 电梯双气 出租,1,1,57,整租,1200,xinmi
向阳花一室 电梯双气 二幼 育才街小学 可月付,1,1,42,整租,1300,xinmi
东郡一品 简装两室 电梯双气,2,2,89,整租,1333,xinmi
龙栖湾1号院 3室2厅2卫,3,2,99,整租,900,xinmi
银基国际旅游度假区2期观湖居 3室2厅2卫,3,2,104,整租,1500,xinmi
向阳花 溱水桥 东大街学校 桥头夜市,3,2,125,整租,1750,xinmi
金盛国际商贸城 2室1厅1卫,2,1,70,整租,800,xinmi
郑煤小区精修，2室双气，看房方便,2,2,98,整租,1375,xinmi
东区 溱水桥附近，电梯双气1室，看房方便,1,1,42,整租,1300,xinmi
平安路 金域华府 家具家电齐全，拎包入住，年租2万1,2,2,89,整租,1750,xinmi
新密 3室2厅1卫,3,2,103,整租,800,xinmi
光年附近金海洋房 一室一厅 双气,1,1,55,整租,1250,xinmi
新密 4室0厅4卫,4,0,100,整租,800,xinmi
光年附近 精装两室 西广场金博大 双气,2,2,89,整租,1500,xinmi
新密 3室2厅2卫,3,2,105,整租,1200,xinmi
回春巷一排2号自建房 1室0厅1卫,1,0,30,合租,400,xinmi
新密 2室1厅1卫,2,1,74,整租,1000,xinmi
新密 1室1厅1卫,1,1,63.2,整租,1200,xinmi
回春巷一排2号自建房 1室0厅1卫,1,0,25,合租,400,xinmi
新密 3室1厅1卫,3,1,91,整租,500,xinmi
青峰路十排 7室2厅3卫,7,2,500,整租,2000,xinmi
青屏山城，精装1室一厅，拎包入住，电梯双气,1,1,57,整租,1200,xinmi
大鸿城 精装三室两厅两卫 拎包入住,3,2,115,整租,1916,xinmi
